Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
1310,Jalen Elliott,DET,S,8,0,0,0,0,0,0,0,0,0,0,0,0,1.2,9.5
1310,Jonathan Harris,DEN,DL,3,0,0,0,0,0,0,0,0,0,0,0,0,3.2,9.5
1322,Parker Hesse,ATL,TE,8,0,0,0,0,0,5,43,0,0,0,0,0,1.2,9.3
1323,Alex Armah,WAS,FB,11,0,0,0,21,0,1,1,1,0,0,0,0,0.8,9.2
1323,Johnny Stanton IV,CLE,FB,3,0,0,0,5,0,2,7,1,0,0,0,0,3.1,9.2
1325,Deon Jackson,IND,RB,8,0,0,0,31,1,0,0,0,0,0,0,0,1.1,9.1
1326,Blessuan Austin,SEA,CB,11,0,0,0,0,0,0,0,0,0,0,0,0,0.8,9
1326,Matt Adams,IND,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,0.5,9
1326,Darryl Roberts,WAS,CB,6,0,0,0,0,0,0,0,0,0,0,0,0,1.5,9
1326,Tavon Wilson,SF,SS,8,0,0,0,0,0,0,0,0,0,0,0,0,1.1,9
1326,Caleb Johnson,CHI,LB,14,0,0,0,0,0,0,0,0,0,0,0,1,0.6,9
1326,J.R. Reed,NYG,S,9,0,0,0,0,0,0,0,0,0,0,0,0,1,9
1326,Anthony Chesley,IND,CB,9,0,0,0,0,0,0,0,0,0,0,0,1,1,9
1326,Breiden Fehoko,LAC,DL,8,0,0,0,0,0,0,0,0,0,0,0,0,1.1,9
1334,JaQuan Hardy,DAL,RB,3,0,0,0,29,1,0,0,0,0,0,0,0,3,8.9
1335,Jabari Zuniga,NYJ,DL,3,0,0,0,0,0,0,0,0,1,0,1,0,2.9,8.8
1336,Wendell Smallwood,WAS,RB,3,0,0,0,25,0,4,22,0,0,0,0,0,2.9,8.7
1337,Jason Moore Jr.,LAC,WR,2,0,0,0,0,0,3,56,0,0,0,0,0,4.3,8.6
1337,William Fuller V,MIA,WR,2,0,0,0,0,0,4,26,0,0,0,0,0,4.3,8.6
1339,C.J. Goodwin,DAL,CB,17,0,0,0,0,0,0,0,0,0,0,0,0,0.5,8.5
1339,Troy Apke,WAS,CB,17,0,0,0,0,0,0,0,0,0,0,0,1,0.5,8.5
1339,Justin Hardee,NYJ,CB,16,0,0,0,0,0,0,0,0,0,0,0,0,0.5,8.5
1339,Daviyon Nixon,CAR,DT,7,0,0,0,0,0,0,0,0,0.5,0,0,0,1.2,8.5
1339,Rashard Lawrence,ARI,DT,11,0,0,0,0,0,0,0,0,0,0,0,0,0.8,8.5
1339,Josh Tupou,CIN,DT,17,0,0,0,0,0,0,0,0,0,0,0,0,0.5,8.5
1339,Jalen Davis,CIN,CB,15,0,0,0,0,0,0,0,0,0,0,1,0,0.6,8.5
1339,Raymond Johnson III,NYG,DE,15,0,0,0,0,0,0,0,0,1,0,0,0,0.6,8.5
1339,Marquel Lee,LV,LB,11,0,0,0,0,0,0,0,0,0,0,0,0,0.8,8.5
1339,De'Jon Harris,WAS,LB,5,0,0,0,0,0,0,0,0,1,0,0,0,1.7,8.5
1339,Alex Erickson,CAR,WR,17,0,0,0,0,0,3,55,0,0,0,0,0,0.5,8.5
1350,Phil Hoskins,CAR,DT,3,0,0,0,0,0,0,0,0,1,0,0,0,2.8,8.3
1350,Darren Fells,TB,TE,9,0,0,0,0,0,4,43,0,0,0,0,0,0.9,8.3
1350,Jakob Johnson,NE,FB,17,0,0,0,0,0,4,43,0,0,0,0,0,0.5,8.3
1350,Cody White,PIT,WR,15,0,0,0,0,0,5,33,0,0,0,0,0,0.6,8.3
1350,Colby Parkinson,SEA,TE,14,0,0,0,0,0,5,33,0,0,0,0,0,0.6,8.3
1355,Mitch Trubisky,BUF,QB,6,43,0,1,24,1,0,0,0,0,0,0,0,1.4,8.12
1356,Jaycee Horn,CAR,CB,3,0,0,0,0,0,0,0,0,0,1,0,0,2.7,8
1356,Kristian Welch,BAL,LB,16,0,0,0,0,0,0,0,0,0,0,0,0,0.5,8
1356,Marquise Copeland,LAR,DT,9,0,0,0,0,0,0,0,0,0,0,0,0,0.9,8
1359,Kyle Allen,WAS,QB,2,120,1,0,11,0,0,0,0,0,0,0,0,4,7.9
1359,Garrett Griffin,NO,TE,13,0,0,0,0,0,4,39,0,0,0,0,0,0.6,7.9
1361,Willie Snead IV,CAR,WR,9,0,0,0,0,0,4,38,0,0,0,0,0,0.9,7.8
1362,Garrett Gilbert,WAS,QB,1,194,0,0,0,0,0,0,0,0,0,0,0,7.8,7.76
1363,Mike Boone,DEN,RB,8,0,0,0,35,0,2,22,0,0,0,0,0,1,7.7
1363,Kendall Blanton,LAR,TE,11,0,0,0,0,0,4,37,0,0,0,0,0,0.7,7.7
1365,Tashawn Bower,MIN,DE,6,0,0,0,0,0,0,0,0,1,0,0,0,1.3,7.6
1365,Pharoh Cooper,NYG,WR,8,0,0,0,3,0,4,33,0,0,0,0,0,1,7.6
1367,Deshazor Everett,WAS,FS,14,0,0,0,0,0,0,0,0,0,0,0,0,0.5,7.5
1367,Khaleke Hudson,WAS,LB,12,0,0,0,0,0,0,0,0,0,0,0,0,0.6,7.5
1367,Cam Brown,NYG,ILB,12,0,0,0,0,0,0,0,0,0,0,0,0,0.6,7.5
1367,Chris Lammons,KC,CB,12,0,0,0,0,0,0,0,0,0,0,0,1,0.6,7.5
1367,Jaylon Ferguson,BAL,OLB,10,0,0,0,0,0,0,0,0,0,0,0,0,0.8,7.5
1367,Dre Kirkpatrick,SF,CB,6,0,0,0,0,0,0,0,0,0,0,0,0,1.2,7.5
1367,Davontae Harris,LAC,DB,6,0,0,0,0,0,0,0,0,0,0,0,0,1.2,7.5
1367,Bruce Irvin,CHI,OLB,5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,7.5
1367,Tyler Davis,GB,TE,13,0,0,0,0,0,4,35,0,0,0,0,0,0.6,7.5
1376,Isaiah Mack,BAL,NT,1,0,0,0,0,0,0,0,0,1,0,0,0,7.3,7.3
1376,Cody Hollister,TEN,WR,3,0,0,0,0,0,4,33,0,0,0,0,0,2.4,7.3
1378,Larrell Murchison,TEN,DL,11,0,0,0,0,0,0,0,0,0,0,0,0,0.6,7
1378,Brandon King,NE,LB,16,0,0,0,0,0,0,0,0,0,0,0,0,0.4,7
1378,Joel Iyiegbuniwe,CHI,ILB,11,0,0,0,0,0,0,0,0,0,0,1,0,0.6,7
1378,Terrell Burgess,LAR,S,16,0,0,0,0,0,0,0,0,0,0,0,0,0.4,7
1378,Dicaprio Bootle,KC,DB,3,0,0,0,0,0,0,0,0,0,0,0,0,2.3,7
1378,Jovante Moffatt,CLE,S,5,0,0,0,0,0,0,0,0,0,0,0,0,1.4,7
1378,Chris Jones,TEN,CB,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1378,Teez Tabor,CHI,SS,6,0,0,0,0,0,0,0,0,0,0,0,0,1.2,7
1378,Steven Parker,NYG,DB,9,0,0,0,0,0,0,0,0,0,0,0,0,0.8,7
1378,Kevin Peterson,ARI,CB,4,0,0,0,0,0,0,0,0,0,0,0,0,1.8,7
1378,Noah Spence,CIN,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,3.5,7
1389,Greg Dortch,ARI,WR,5,0,0,0,24,0,3,15,0,0,0,0,0,1.4,6.9
1390,D.J. Montgomery,NYJ,WR,3,0,0,0,0,0,3,36,0,0,0,0,0,2.2,6.6
1391,Quinton Bohanna,DAL,DT,14,0,0,0,0,0,0,0,0,0,0,0,0,0.5,6.5
1391,Sheldrick Redwine,MIA,S,6,0,0,0,0,0,0,0,0,0,0,0,0,1.1,6.5
1391,Hamsah Nasirildeen,NYJ,LB,12,0,0,0,0,0,0,0,0,0,0,0,0,0.5,6.5
1391,Deionte Thompson,ARI,S,17,0,0,0,0,0,0,0,0,0,0,0,0,0.4,6.5
1391,Shemar Jean-Charles,GB,CB,14,0,0,0,0,0,0,0,0,0,0,0,0,0.5,6.5
1391,P.J. Locke,DEN,S,16,0,0,0,0,0,0,0,0,0,0,0,0,0.4,6.5
1391,Michael Hoecht,LAR,DT,17,0,0,0,0,0,0,0,0,0,0,0,0,0.4,6.5
1391,Mark Gilbert,DET,CB,8,0,0,0,0,0,0,0,0,0,0,1,0,0.8,6.5
1391,Darrick Forrest,WAS,S,8,0,0,0,0,0,0,0,0,0,0,0,0,0.8,6.5
1391,Trayveon Williams,CIN,RB,5,0,0,0,51,0,1,4,0,0,0,0,0,1.3,6.5
1391,Trevon Wesco,NYJ,TE,12,0,0,0,0,0,3,35,0,0,0,0,0,0.5,6.5
1391,Christian Blake,ATL,WR,16,0,0,0,0,0,4,25,0,0,0,0,0,0.4,6.5
1403,Chris Banjo,ARI,FS,16,23,0,0,0,0,0,0,0,0,0,0,0,0.4,6.42
1404,Ito Smith,DAL,RB,1,0,0,0,4,1,0,0,0,0,0,0,0,6.4,6.4
1404,Kalen Ballage,PIT,RB,17,0,0,0,36,0,2,8,0,0,0,0,0,0.4,6.4
1404,Shane Zylstra,DET,TE,4,0,0,0,0,0,3,34,0,0,0,0,0,1.6,6.4
1407,Kaden Smith,NYG,TE,9,0,0,0,0,0,3,33,0,0,0,0,0,0.7,6.3
1408,Jack Stoll,PHI,TE,16,0,0,0,0,0,4,22,0,0,0,0,0,0.4,6.2
1409,Josh Mauro,ARI,DE,5,0,0,0,0,0,0,0,0,1,0,0,0,1.2,6.1
1409,Trent Taylor,CIN,WR,4,0,0,0,0,0,2,41,0,0,0,0,0,1.5,6.1
1409,Jeremy Sprinkle,DAL,TE,17,0,0,0,0,0,3,31,0,0,0,0,0,0.4,6.1
1409,Tommy Hudson,TEN,TE,5,0,0,0,0,0,3,31,0,0,0,0,0,1.2,6.1
1413,Ryan Kerrigan,PHI,DE,16,0,0,0,0,0,0,0,0,0,0,0,0,0.4,6
1413,Noah Igbinoghene,MIA,CB,7,0,0,0,0,0,0,0,0,0,0,0,0,0.9,6
1413,Mike Ford,DEN,CB,13,0,0,0,0,0,0,0,0,0,0,0,0,0.5,6
1413,Daryl Worley,BAL,CB,4,0,0,0,0,0,0,0,0,0,0,0,0,1.5,6
1413,Aaron Patrick,DEN,OLB,12,0,0,0,0,0,0,0,0,0,0,0,0,0.5,6
1413,John Simon,PIT,DE,3,0,0,0,0,0,0,0,0,0,0,0,0,2,6
1413,Corn Elder,WAS,CB,5,0,0,0,0,0,0,0,0,0,0,0,0,1.2,6
1413,Mike Daniels,CIN,DT,2,0,0,0,0,0,0,0,0,0,0,0,0,3,6
1413,Gunner Olszewski,NE,WR,16,0,0,0,9,0,2,31,0,0,0,0,0,0.4,6
1413,KJ Hill Jr.,LAC,WR,6,0,0,0,0,0,3,30,0,0,0,0,0,1,6
1423,J.J. Arcega-Whiteside,PHI,WR,16,0,0,0,0,0,2,36,0,0,0,1,0,0.4,5.6
1423,Kenny Yeboah,NYJ,TE,9,0,0,0,0,0,2,36,0,0,0,0,0,0.6,5.6
1423,Reggie Gilliam,BUF,FB,16,0,0,0,3,0,3,23,0,0,0,0,0,0.4,5.6
1426,Javon Kinlaw,SF,DT,4,0,0,0,0,0,0,0,0,0,0,0,0,1.4,5.5
1426,Patrick Jones II,MIN,OLB,9,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5.5
1426,Dorian O'Daniel,KC,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,0.3,5.5
1426,Curtis Robinson,SF,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.9,5.5
1426,Tye Smith,MIN,CB,5,0,0,0,0,0,0,0,0,0,0,0,0,1.1,5.5
1426,Brady Breeze,DET,S,9,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5.5
1426,Gabe Nabers,LAC,FB,10,0,0,0,8,0,3,17,0,0,0,0,0,0.6,5.5
1433,Dominique Dafney,GB,TE,10,0,0,0,0,0,2,34,0,0,0,1,0,0.5,5.4
1433,Trenton Irwin,CIN,WR,7,0,0,0,0,0,2,34,0,0,0,0,0,0.8,5.4
1435,Will Bradley-King,WAS,DE,3,0,0,0,0,0,0,0,0,0.5,0,0,0,1.8,5.3
1435,Jaylen Samuels,HOU,RB,3,0,0,0,9,0,3,14,0,0,0,0,0,1.8,5.3
1437,Jason Huntley,PHI,RB,1,0,0,0,51,0,0,0,0,0,0,0,0,5.1,5.1
1437,Adam Prentice,NO,FB,7,0,0,0,5,0,3,16,0,0,0,0,0,0.7,5.1
1437,Patrick Laird,MIA,RB,6,0,0,0,4,0,3,17,0,0,0,0,0,0.8,5.1
1440,Maurice Canady,DAL,CB,8,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5
1440,Carlos Davis,PIT,DT,4,0,0,0,0,0,0,0,0,0,0,0,0,1.2,5
1440,Jordan Glasgow,IND,LB,12,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5
1440,Stantley Thomas-Oliver III,CAR,CB,12,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5
1440,Caleb Farley,TEN,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,1.7,5
1440,Josh Lambo,JAX,K,3,0,0,0,0,0,0,0,0,0,0,0,0,1.7,5
1440,Darius Phillips,CIN,CB,12,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5
1440,Khalen Saunders,KC,DT,7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5
1440,Daren Bates,ATL,ILB,7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5
1440,Trent Harris,NYG,OLB,4,0,0,0,0,0,0,0,0,0,0,0,0,1.2,5
1440,Jared Mayden,PHI,S,4,0,0,0,0,0,0,0,0,0,0,0,0,1.2,5
1440,Austin Calitro,CIN,ILB,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1452,Daniel Brown,NYJ,TE,12,0,0,0,0,0,2,29,0,0,0,0,0,0.4,4.9
1453,Kevin White,NO,WR,6,0,0,0,0,0,1,38,0,0,0,1,0,0.8,4.8
1453,Jake Kumerow,BUF,WR,15,0,0,0,0,0,2,28,0,0,0,0,0,0.3,4.8
1453,Dwayne Washington,NO,RB,14,0,0,0,16,0,2,12,0,0,0,0,0,0.3,4.8
1456,Keith Kirkwood,CAR,WR,3,0,0,0,0,0,3,17,0,0,0,0,0,1.6,4.7
1457,Mike Strachan,IND,WR,5,0,0,0,0,0,2,26,0,0,0,0,0,0.9,4.6
1457,Derek Watt,PIT,FB,17,0,0,0,1,0,3,15,0,0,0,0,0,0.3,4.6
1457,Mitchell Wilcox,CIN,TE,15,0,0,0,0,0,3,16,0,0,0,0,0,0.3,4.6
1460,Patrick O'Connor,TB,DL,13,0,0,0,0,0,0,0,0,0,0,0,0,0.3,4.5
1460,Tyson Alualu,PIT,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,2.2,4.5
1460,Kevin Strong,TEN,DE,6,0,0,0,0,0,0,0,0,0,0,0,0,0.8,4.5
1460,Jeff Okudah,DET,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5
1460,Brandon Wilson,CIN,S,9,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4.5
1460,JuJu Hughes,LAR,S,7,0,0,0,0,0,0,0,0,0,0,0,0,0.6,4.5
1460,Tyree Gillespie,LV,S,11,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4.5
1460,La'Darius Hamilton,GB,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.8,4.5
1460,Chris Williamson,ATL,CB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.9,4.5
1460,Ryan Smith,LAC,CB,4,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4.5
1460,Herb Miller,CLE,CB,9,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4.5
1471,Seth Williams,DEN,WR,2,0,0,0,0,0,1,34,0,0,0,0,0,2.2,4.4
1471,Marcus Kemp,KC,WR,16,0,0,0,0,0,2,24,0,0,0,0,0,0.3,4.4
1473,Tylan Wallace,BAL,WR,17,0,0,0,0,0,2,23,0,0,0,0,0,0.3,4.3
1473,Dazz Newsome,CHI,WR,3,0,0,0,0,0,2,23,0,0,0,0,0,1.4,4.3
1473,Cam Akers,LAR,RB,1,0,0,0,3,0,3,10,0,0,0,0,0,4.3,4.3
1476,Scottie Phillips,HOU,RB,3,0,0,0,13,0,2,9,0,0,0,0,0,1.4,4.2
1477,Damar Hamlin,BUF,S,14,0,0,0,0,0,0,0,0,0,0,0,0,0.3,4
1477,Zach Kerr,ARI,DT,7,0,0,0,0,0,0,0,0,0,0,0,0,0.6,4
1477,Jason Verrett,SF,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
1477,Bradley McDougald,JAX,SS,3,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4
1477,Harrison Hand,MIN,CB,9,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4
1477,Jordan Evans,CIN,OLB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.8,4
1477,Clayton Fejedelem,MIA,S,17,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4
1477,Carter Coughlin,NYG,ILB,7,0,0,0,0,0,0,0,0,0,0,0,0,0.6,4
1477,Chris Naggar,CLE,K,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
1477,Damon Arnette,LV,CB,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1477,Joe Jones,TEN,LB,8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4
1477,Bruce Hector,DET,DL,3,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4
1477,Braxton Hoyett,NO,NT,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
1477,Demetrius Harris,ARI,TE,14,0,0,0,0,0,3,10,0,0,0,0,0,0.3,4
1491,Kylin Hill,GB,RB,8,0,0,0,24,0,1,5,0,0,0,0,0,0.5,3.9
1492,Darrynton Evans,TEN,RB,1,0,0,0,7,0,2,11,0,0,0,0,0,3.8,3.8
1493,David Sills V,NYG,WR,4,0,0,0,0,0,2,17,0,0,0,0,0,0.9,3.7
1494,Tyron Johnson,LV,WR,10,0,0,0,0,0,2,16,0,0,0,1,0,0.4,3.6
1494,Cethan Carter,MIA,TE,16,0,0,0,0,0,2,16,0,0,0,0,0,0.2,3.6
1494,Reggie Bonnafon,CAR,RB,4,0,0,0,4,0,2,12,0,0,0,0,0,0.9,3.6
1497,Brandon Graham,PHI,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.5
1497,Ezekiel Turner,ARI,ILB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.7,3.5
1497,Antwaun Woods,IND,DT,7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3.5
1497,Rashard Robinson,TB,CB,7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3.5
1497,Jordan Kunaszyk,WAS,LB,11,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3.5
1497,Jace Whittaker,ARI,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.5
1497,Nickell Robey-Coleman,DET,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5
1497,Kai Nacua,NYJ,S,4,0,0,0,0,0,0,0,0,0,0,0,0,0.9,3.5
1497,Kareem Orr,LAR,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.5
1497,Mike Jackson,SEA,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.5
1497,Myles Adams,SEA,DT,2,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.5
1497,Cameron Malveaux,PHI,DE,3,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.5
1497,Trey Ragas,LV,RB,1,0,0,0,9,0,2,6,0,0,0,0,0,3.5,3.5
1510,Tyrell Williams,DET,WR,1,0,0,0,0,0,2,14,0,0,0,0,0,3.4,3.4
1510,Stanley Morgan,CIN,WR,17,0,0,0,3,0,2,11,0,0,0,0,0,0.2,3.4
1512,Derek Carrier,LV,TE,5,0,0,0,0,0,2,13,0,0,0,0,0,0.7,3.3
1513,Chad Henne,KC,QB,4,82,0,0,0,0,0,0,0,0,0,0,1,0.8,3.28
1514,Luke Stocker,MIN,TE,12,0,0,0,0,0,2,12,0,0,0,0,0,0.3,3.2
1515,La'Mical Perine,NYJ,RB,4,0,0,0,31,0,0,0,0,0,0,0,0,0.8,3.1
1515,Richard Rodgers,PHI,TE,3,0,0,0,0,0,2,11,0,0,0,0,0,1,3.1
1515,C.J. Saunders,CAR,WR,1,0,0,0,0,0,2,11,0,0,0,0,0,3.1,3.1
1518,Darian Thompson,DAL,SS,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3
1518,Marlon Tuipulotu,PHI,DT,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3
1518,John Cominsky,ATL,DL,4,0,0,0,0,0,0,0,0,0,0,0,0,0.8,3
1518,Chris Williams,IND,DT,8,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3
1518,Mark Webb Jr.,LAC,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3
1518,Torry McTyer,WAS,CB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.8,3
1518,Blake Cashman,NYJ,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1518,Charles Washington,ARI,S,7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3
1518,Henry Anderson,NE,DE,4,0,0,0,0,0,0,0,0,0,0,0,0,0.8,3
1518,Andre Mintze,DEN,OLB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3
1518,Tony Fields II,CLE,LB,10,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3
1518,Jonah Williams,LAR,DT,8,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3
1518,Maurice Hurst,SF,DL,2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3
1518,Forrest Merrill,LAC,DL,4,0,0,0,0,0,0,0,0,0,0,0,0,0.8,3
1518,Kendall Sheffield,ATL,DB,9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3
1518,Cody Parkey,NO,K,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1518,Christian Rozeboom,LAR,LB,10,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3
1518,Tanner Muse,SEA,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3
1518,Ken Crawley,NO,CB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3
1518,Brandin Bryant,BUF,DT,2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3
1518,Javaris Davis,MIA,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1518,Nick Bawden,NYJ,FB,9,0,0,0,0,0,1,20,0,0,0,0,0,0.3,3
1518,Jaydon Mickens,JAX,WR,11,0,0,0,0,0,2,10,0,0,0,0,0,0.3,3
1541,Kevin Rader,PIT,TE,6,0,0,0,0,0,2,8,0,0,0,0,0,0.5,2.8
1541,Ethan Wolf,NO,TE,2,0,0,0,0,0,2,8,0,0,0,0,0,1.4,2.8
1543,Davion Davis,HOU,WR,2,0,0,0,0,0,1,17,0,0,0,0,0,1.4,2.7
1544,Brent Urban,DAL,DE,6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2.5
1544,Azur Kamara,CAR,DE,9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2.5
1544,T.Y. McGill,MIN,DL,2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.5
1544,Ben Banogu,IND,DE,9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2.5
1544,Jared Norris,WAS,ILB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.5
1544,Jonathan Marshall,NYJ,DL,4,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2.5
1544,Victor Dimukeje,ARI,OLB,14,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2.5
1544,Ryan Connelly,MIN,LB,12,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2.5
1544,Tyler Shelvin,CIN,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.5
1544,Josh Jackson,KC,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.5
1544,Richard LeCounte III,CLE,S,9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2.5
1544,Jeremiah Attaochu,CHI,OLB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.5
1544,Emeke Egbule,LAC,OLB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.5
1544,Sharif Finch,NO,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.5
1544,Karl Joseph,PIT,S,2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.5
1544,Da'Shawn Hand,TEN,DE,4,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2.5
1544,Antoine Brooks Jr.,LAR,S,8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2.5
1544,Francis Bernard,DAL,LB,8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2.5
1544,Curtis Bolton,DET,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.5
1544,Dee Virgin,CHI,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.5
1544,D'Angelo Ross,NE,DB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.5
1544,Darqueze Dennard,SF,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.5
1544,Marvin Wilson,PHI,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
1567,Frank Darby,ATL,WR,10,0,0,0,0,0,1,14,0,0,0,1,0,0.2,2.4
1567,Andre Roberts,LAC,WR,16,0,0,0,19,0,1,35,0,0,0,0,0,0.2,2.4
1567,Anthony McFarland Jr.,PIT,RB,2,0,0,0,3,0,1,11,0,0,0,0,0,1.2,2.4
1570,Andy Isabella,ARI,WR,8,0,0,0,0,0,1,13,0,0,0,0,0,0.3,2.3
1570,Kirk Merritt,MIA,WR,2,0,0,0,0,0,1,13,0,0,0,0,0,1.2,2.3
1572,Chris Streveler,BAL,QB,2,36,0,0,6,0,0,0,0,0,0,0,0,1,2.04
1573,Bradlee Anae,DAL,DL,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2
1573,Jabril Cox,DAL,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2
1573,Christian Kuntz,PIT,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2
1573,Buddy Johnson,PIT,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2
1573,Raheem Mostert,SF,RB,1,0,0,0,20,0,0,0,0,0,0,0,0,2,2
1573,Kylie Fitts,ARI,OLB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2
1573,Jamal Perry,MIA,CB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2
1573,Elijah Campbell,MIA,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2
1573,Harvey Langi,NE,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2
1573,Chauncey Rivers,GB,OLB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2
1573,Ian Book,NO,QB,1,135,0,2,6,0,0,0,0,0,0,0,0,2,2
1573,Kary Vincent Jr.,PHI,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1573,Nate Ebner,NYG,SS,6,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2
1573,Myles Dorn,MIN,S,9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2
