Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
1,Cooper Kupp,LAR,WR,17,0,0,0,18,0,145,1947,16,0,0,0,0,25.9,439.5
2,Josh Allen,BUF,QB,17,4407,36,15,763,6,0,0,0,0,0,0,0,23.7,402.58
3,Justin Herbert,LAC,QB,17,5014,38,15,302,3,0,0,0,0,0,0,0,22.4,380.76
4,Tom Brady,TB,QB,17,5316,43,12,81,2,0,0,0,0,0,0,0,22,374.74
5,Jonathan Taylor,IND,RB,17,0,0,0,1811,18,40,360,2,0,0,0,0,21.9,373.1
6,Patrick Mahomes,KC,QB,17,4839,37,13,381,2,0,0,0,0,0,0,0,21.3,361.66
7,Davante Adams,GB,WR,16,0,0,0,0,0,123,1553,11,0,0,0,0,21.5,344.3
8,Austin Ekeler,LAC,RB,16,0,0,0,911,12,70,647,8,0,0,0,0,21.5,343.8
9,Deebo Samuel,SF,WR,16,24,1,0,365,8,77,1405,6,0,0,0,0,21.2,338.96
10,Aaron Rodgers,GB,QB,16,4115,37,4,101,3,1,-4,0,0,0,0,0,20.8,333.3
11,Justin Jefferson,MIN,WR,17,35,0,0,14,0,108,1616,10,0,0,0,0,19.4,330.4
12,Matthew Stafford,LAR,QB,17,4886,41,17,43,0,0,0,0,0,0,0,0,19.4,329.74
13,Dak Prescott,DAL,QB,16,4449,37,10,146,1,0,0,0,0,0,0,0,20,320.56
14,Joe Burrow,CIN,QB,16,4611,34,14,118,2,0,0,0,0,0,0,0,19.6,314.24
15,Jalen Hurts,PHI,QB,15,3144,16,9,784,10,0,0,0,0,0,0,0,20.8,312.16
16,Ja'Marr Chase,CIN,WR,17,0,0,0,21,0,81,1455,13,0,0,0,0,17.9,304.6
17,Mark Andrews,BAL,TE,17,0,0,0,0,0,107,1361,9,0,0,0,0,17.7,301.1
18,Najee Harris,PIT,RB,17,0,0,0,1200,7,74,467,3,0,0,0,0,17.7,300.7
19,Kyler Murray,ARI,QB,14,3787,24,10,423,5,0,7,0,0,0,0,0,21.5,300.48
20,Kirk Cousins,MIN,QB,16,4221,33,7,115,1,0,0,0,0,0,0,0,18.8,300.34
21,Tyreek Hill,KC,WR,17,0,0,0,96,0,111,1239,9,0,0,0,0,17.4,296.5
22,Joe Mixon,CIN,RB,16,0,0,0,1205,13,42,314,3,0,0,0,0,18,287.9
23,Stefon Diggs,BUF,WR,17,0,0,0,0,0,103,1225,10,0,0,0,0,16.8,285.5
24,Diontae Johnson,PIT,WR,16,0,0,0,53,0,107,1161,8,0,0,0,0,17.2,274.4
25,Ryan Tannehill,TEN,QB,17,3734,21,14,270,7,0,0,0,0,0,0,0,15.8,268.36
26,Travis Kelce,KC,TE,16,0,0,0,3,1,92,1125,9,0,0,0,0,16.4,262.8
27,Mike Evans,TB,WR,16,0,0,0,10,0,74,1035,14,0,0,0,0,16.4,262.5
28,Hunter Renfrow,LV,WR,17,0,0,0,3,0,103,1038,9,0,0,0,0,15.2,259.1
29,Carson Wentz,IND,QB,17,3563,27,7,215,1,0,0,0,0,0,0,0,15.2,258.02
30,Keenan Allen,LAC,WR,16,0,0,0,0,0,106,1138,6,0,0,0,0,16.1,257.8
31,James Conner,ARI,RB,15,0,0,0,752,15,37,375,3,0,0,0,0,17.2,257.7
32,Derek Carr,LV,QB,17,4804,23,14,108,0,0,0,0,0,0,0,0,15.1,256.96
33,Leonard Fournette,TB,RB,14,0,0,0,812,8,69,454,2,0,0,0,0,18.3,255.6
34,Ezekiel Elliott,DAL,RB,17,4,0,0,1002,10,47,287,2,0,0,0,0,14.8,252.06
35,Mike Williams,LAC,WR,16,0,0,0,0,0,76,1146,9,0,0,0,0,15.4,246.6
36,Jaylen Waddle,MIA,WR,16,0,0,0,3,1,104,1015,6,0,0,0,0,15.4,245.8
37,DK Metcalf,SEA,WR,17,0,0,0,6,0,75,967,12,0,0,0,0,14.4,244.3
38,Russell Wilson,SEA,QB,14,3113,25,6,183,2,0,0,0,0,0,0,0,17.3,242.82
39,Chris Godwin,TB,WR,14,0,0,0,21,1,98,1103,5,0,0,0,0,17.3,242.4
40,Tyler Lockett,SEA,WR,16,0,0,0,9,0,73,1175,8,0,0,0,0,15.1,241.4
41,Lamar Jackson,BAL,QB,12,2882,16,13,767,2,0,0,0,0,0,0,0,20,239.98
42,Michael Pittman Jr.,IND,WR,17,0,0,0,44,0,88,1082,6,0,0,0,0,14,238.6
43,DJ Moore,CAR,WR,17,0,0,0,48,0,93,1157,4,0,0,0,0,14,237.5
44,Alvin Kamara,NO,RB,13,0,0,0,898,4,47,439,5,0,0,0,0,18.1,234.7
45,Cordarrelle Patterson,ATL,RB,16,0,0,0,618,6,52,548,5,0,0,0,0,14.7,234.6
46,CeeDee Lamb,DAL,WR,16,0,0,0,76,0,79,1102,6,0,0,0,0,14.6,232.8
47,Brandin Cooks,HOU,WR,16,0,0,0,21,0,90,1037,6,0,0,0,0,14.5,231.8
48,Antonio Gibson,WAS,RB,16,0,0,0,1037,7,42,294,3,0,0,0,0,14.3,229.1
49,Aaron Jones,GB,RB,15,0,0,0,799,4,52,391,6,0,0,0,0,15.3,229
50,Jimmy Garoppolo,SF,QB,15,3810,20,12,51,3,0,0,0,0,0,0,0,15.2,227.5
51,Amon-Ra St. Brown,DET,WR,17,0,0,0,61,1,90,912,5,0,0,0,0,13.4,227.3
52,Marquise Brown,BAL,WR,16,0,0,0,5,0,91,1008,6,0,0,0,0,14.1,226.3
53,Josh Jacobs,LV,RB,15,0,0,0,872,9,54,348,0,0,0,0,0,15.1,226
54,Mac Jones,NE,QB,17,3801,22,13,129,0,0,0,0,0,0,0,0,13.2,224.94
55,Matt Ryan,ATL,QB,17,3968,20,12,82,1,0,0,0,0,0,0,0,13.1,222.92
56,Taylor Heinicke,WAS,QB,16,3419,20,15,313,1,1,-2,0,0,0,0,0,13.9,222.86
57,Darnell Mooney,CHI,WR,17,0,0,0,32,1,81,1055,4,0,0,0,0,12.9,219.7
58,Tee Higgins,CIN,WR,14,0,0,0,0,0,74,1091,6,0,0,0,0,15.6,219.1
59,Ben Roethlisberger,PIT,QB,16,3740,22,10,5,1,0,0,0,0,0,0,0,13.6,218.1
60,Nick Chubb,CLE,RB,14,0,0,0,1259,8,20,174,1,0,0,0,0,15.4,215.3
61,Terry McLaurin,WAS,WR,17,0,0,0,12,0,77,1053,5,0,0,0,0,12.6,213.5
62,Damien Harris,NE,RB,15,0,0,0,929,15,18,132,0,0,0,0,0,14,210.1
63,D'Andre Swift,DET,RB,13,0,0,0,617,5,62,452,2,0,0,0,0,16.1,208.9
64,Dalton Schultz,DAL,TE,17,0,0,0,0,0,78,808,8,0,0,0,0,12.3,208.8
65,Christian Kirk,ARI,WR,17,33,0,0,11,0,77,982,5,0,0,0,0,12.2,207.62
66,Dalvin Cook,MIN,RB,13,0,0,0,1159,6,34,224,0,0,0,0,0,15.9,206.3
67,Javonte Williams,DEN,RB,17,0,0,0,903,4,43,316,3,0,0,0,0,12.1,204.9
68,T.J. Watt,PIT,LB,15,0,0,0,0,0,0,0,0,22.5,0,5,3,13.6,203.25
69,Teddy Bridgewater,DEN,QB,14,3052,18,7,106,2,0,0,0,0,0,0,0,14.5,202.68
70,Amari Cooper,DAL,WR,15,0,0,0,0,0,68,865,8,0,0,0,0,13.5,202.5
71,Adam Thielen,MIN,WR,13,0,0,0,2,0,67,726,10,0,0,0,0,15.4,199.8
72,Trevor Lawrence,JAX,QB,17,3641,12,17,334,2,0,0,0,0,0,0,0,11.7,199.04
73,George Kittle,SF,TE,14,0,0,0,20,0,71,910,6,0,0,0,0,14.1,198
74,Devin Singletary,BUF,RB,17,0,0,0,870,7,40,228,1,0,0,0,0,11.6,197.8
75,Darrel Williams,KC,RB,17,0,0,0,558,6,47,452,2,0,0,0,0,11.5,196
76,Melvin Gordon III,DEN,RB,16,0,0,0,918,8,28,213,2,0,0,0,0,12.2,195.1
77,David Montgomery,CHI,RB,13,0,0,1,849,7,42,301,0,0,0,0,0,15,195
78,Jared Goff,DET,QB,14,3245,19,8,87,0,0,0,0,0,0,0,0,13.9,194.5
79,Derrick Henry,TEN,RB,8,5,1,0,937,10,18,154,0,0,0,0,0,24.2,193.3
80,Jakobi Meyers,NE,WR,17,45,0,0,9,0,83,866,2,0,0,0,0,11,186.3
81,AJ Dillon,GB,RB,17,0,0,0,803,5,34,313,2,0,0,0,0,10.9,185.6
81,DeVonta Smith,PHI,WR,17,0,0,0,0,0,64,916,5,0,0,1,0,10.9,185.6
83,Tyler Boyd,CIN,WR,16,46,0,0,22,0,67,828,5,0,0,0,0,11.5,183.84
84,Dallas Cowboys,DAL,DST,17,0,0,0,0,0,0,0,0,41,26,13,9,10.7,182
85,Tua Tagovailoa,MIA,QB,13,2653,16,10,128,3,0,0,0,0,0,0,0,13.9,180.92
86,Baker Mayfield,CLE,QB,14,3010,17,13,134,1,0,11,0,0,0,0,0,12.9,180.9
86,A.J. Brown,TEN,WR,13,0,0,0,10,0,63,869,5,0,0,0,0,13.9,180.9
88,Zach Ertz,ARI,TE,17,0,0,0,4,0,74,763,5,0,0,0,0,10.6,180.7
89,Kendrick Bourne,NE,WR,17,25,1,0,125,0,55,800,5,0,0,0,0,10.6,180.5
90,Foyesade Oluokun,ATL,LB,17,0,0,0,0,0,0,0,0,2,3,1,0,10.6,180.4
91,Marvin Jones Jr.,JAX,WR,17,0,0,0,0,0,73,832,4,0,0,0,0,10.6,180.2
92,Kyle Pitts,ATL,TE,17,0,0,0,0,0,68,1026,1,0,0,0,0,10.4,176.6
93,Micah Parsons,DAL,LB,16,0,0,0,0,0,0,0,0,13,0,3,0,10.9,173.95
94,James Robinson,JAX,RB,14,0,0,0,767,8,31,222,0,0,0,0,0,12.4,173.9
95,Myles Gaskin,MIA,RB,17,0,0,0,612,3,49,234,4,0,0,0,0,10.2,173.6
96,Rob Gronkowski,TB,TE,12,0,0,0,0,0,55,802,6,0,0,0,0,14.3,171.2
97,Brandon Aiyuk,SF,WR,17,0,0,0,17,0,56,826,5,0,0,0,0,10,170.3
98,Jordyn Brooks,SEA,LB,17,0,0,0,0,0,0,0,0,1,0,0,1,10,169.7
99,Van Jefferson,LAR,WR,17,0,0,0,20,0,50,802,6,0,0,0,0,9.9,168.2
100,Daniel Jones,NYG,QB,11,2428,10,7,298,2,1,16,0,0,0,0,0,15.2,167.52
101,Chase Claypool,PIT,WR,15,0,0,0,96,0,59,860,2,0,0,0,0,11.1,166.6
102,Roquan Smith,CHI,LB,17,0,0,0,0,0,0,0,0,3,1,0,0,9.7,165.5
103,Elijah Mitchell,SF,RB,11,0,0,0,963,5,19,137,1,0,0,0,0,15,165
103,Dallas Goedert,PHI,TE,15,0,0,0,0,0,56,830,4,0,0,0,0,11,165
103,Mike Gesicki,MIA,TE,17,0,0,0,0,0,73,780,2,0,0,0,0,9.7,165
106,Hunter Henry,NE,TE,17,0,0,0,0,0,50,603,9,0,0,0,0,9.7,164.3
107,Dawson Knox,BUF,TE,15,0,0,0,4,0,49,587,9,0,0,1,0,10.9,164.1
108,Darrell Henderson Jr.,LAR,RB,12,0,0,0,688,5,29,176,3,0,0,0,0,13.6,163.4
109,Russell Gage,ATL,WR,14,0,0,0,0,0,66,770,4,0,0,0,0,11.6,163
110,Daniel Carlson,LV,K,17,0,0,0,0,0,0,0,0,0,0,0,0,9.5,162
111,De'Vondre Campbell,GB,LB,16,0,0,0,0,0,0,0,0,2,2,2,1,10,160.8
112,Nick Folk,NE,K,17,0,0,0,0,0,0,0,0,0,0,0,0,9.4,160
113,Cole Beasley,BUF,WR,16,0,0,0,0,0,82,693,1,0,0,0,0,10,159.3
114,Noah Fant,DEN,TE,16,0,0,0,0,0,68,670,4,0,0,0,0,9.9,159
115,Shaquille Leonard,IND,LB,16,0,0,0,0,0,0,0,0,0,4,8,3,9.9,158.5
115,K.J. Osborn,MIN,WR,17,0,0,0,10,0,50,655,7,0,0,0,0,9.3,158.5
117,New England Patriots,NE,DST,17,0,0,0,0,0,0,0,0,36,23,11,7,9.3,158
118,Sam Darnold,CAR,QB,12,2527,9,13,222,5,0,0,0,0,0,0,0,13.1,157.28
119,Aaron Donald,LAR,DL,17,0,0,0,0,0,0,0,0,12.5,0,4,0,9.2,157.1
120,Davis Mills,HOU,QB,13,2664,16,10,44,0,0,0,0,0,0,0,0,12.1,156.96
121,A.J. Green,ARI,WR,16,0,0,0,0,0,54,848,3,0,0,0,0,9.8,156.8
122,Tony Pollard,DAL,RB,15,0,0,0,719,2,39,337,0,0,0,0,0,10.4,156.6
123,C.J. Mosley,NYJ,LB,16,0,0,0,0,0,0,0,0,2,0,2,0,9.8,156.4
123,Tim Patrick,DEN,WR,16,0,0,0,0,0,53,734,5,0,0,0,0,9.8,156.4
125,Nick Bosa,SF,DL,17,0,0,0,0,0,0,0,0,15.5,0,4,0,9.2,156.2
126,Miami Dolphins,MIA,DST,17,0,0,0,0,0,0,0,0,48,14,14,14,9.1,155
127,Michael Carter,NYJ,RB,14,0,0,0,639,4,36,325,0,0,0,0,0,11,154.4
128,Matt Gay,LAR,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.9,152
129,Zach Wilson,NYJ,QB,13,2334,9,11,185,4,0,0,0,0,0,0,0,11.7,151.86
130,Marquez Callaway,NO,WR,17,0,0,0,0,0,46,698,6,0,0,0,0,8.9,151.8
131,Pat Freiermuth,PIT,TE,16,0,0,0,0,0,60,497,7,0,0,0,0,9.5,151.7
132,Bobby Wagner,SEA,LB,16,0,0,0,0,0,0,0,0,1,1,1,0,9.4,151.2
133,Eric Kendricks,MIN,LB,15,0,0,0,0,0,0,0,0,5,2,0,1,10.1,151.1
134,Chris Boswell,PIT,K,17,0,0,0,0,0,0,0,0,0,0,0,1,8.9,151
134,Matt Prater,ARI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.9,151
136,Courtland Sutton,DEN,WR,17,16,0,0,0,0,58,776,2,0,0,0,0,8.8,150.24
137,Greg Joseph,MIN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.8,149
137,Justin Tucker,BAL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.8,149
139,Devin White,TB,ILB,17,0,0,0,0,0,0,0,0,3.5,0,0,1,8.8,148.75
140,Saquon Barkley,NYG,RB,13,0,0,0,593,2,41,263,2,0,0,0,0,11.4,148.6
141,Buffalo Bills,BUF,DST,17,0,0,0,0,0,0,0,0,42,19,12,11,8.7,148
141,Evan McPherson,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.2,148
141,Denzel Perryman,LV,LB,15,0,0,0,0,0,0,0,0,0,0,1,2,9.9,148
144,Robert Quinn,CHI,DL,16,0,0,0,0,0,0,0,0,18.5,0,5,0,9.2,147.85
145,Cedrick Wilson Jr.,DAL,WR,16,88,0,0,11,0,45,602,6,0,0,0,0,9.2,147.82
146,Myles Garrett,CLE,DE,17,0,0,0,0,0,0,0,0,16,0,1,1,8.7,147.65
147,DeAndre Hopkins,ARI,WR,10,0,0,0,0,0,42,572,8,0,0,0,0,14.7,147.2
148,Cameron Heyward,PIT,DT,17,0,0,0,0,0,0,0,0,10,1,1,1,8.6,147.05
149,Cole Holcomb,WAS,LB,16,0,0,0,0,0,0,0,0,1,2,2,1,9.2,147
149,Tyler Higbee,LAR,TE,15,0,0,0,0,0,61,560,5,0,0,0,0,9.8,147
151,Devonta Freeman,BAL,RB,16,0,0,0,576,5,34,190,1,0,0,0,0,9.2,146.6
152,Sony Michel,LAR,RB,17,0,0,0,845,4,21,128,1,0,0,0,0,8.6,146.3
153,T.J. Hockenson,DET,TE,12,0,0,0,0,0,61,583,4,0,0,0,0,12.1,145.3
154,Kyzir White,LAC,LB,17,0,0,0,0,0,0,0,0,1,2,2,0,8.5,145.1
155,Devontae Booker,NYG,RB,16,0,0,0,593,2,40,268,1,0,0,0,0,9,144.1
156,Chase Edmonds,ARI,RB,12,0,0,0,592,2,43,311,0,0,0,0,0,11.9,143.3
157,Tampa Bay Buccaneers,TB,DST,17,0,0,0,0,0,0,0,0,47,17,16,13,8.4,143
158,Allen Lazard,GB,WR,15,0,0,0,32,0,40,513,8,0,0,0,0,9.5,142.5
159,New Orleans Saints,NO,DST,17,0,0,0,0,0,0,0,0,46,18,13,7,8.3,141
160,Mecole Hardman,KC,WR,17,0,0,0,46,0,59,693,2,0,0,0,0,8.3,140.9
161,Jake Elliott,PHI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.2,140
162,Tyler Bass,BUF,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.2,139
163,Deion Jones,ATL,ILB,16,0,0,0,0,0,0,0,0,2,0,1,0,8.7,138.7
164,Robbie Anderson,CAR,WR,17,0,0,0,36,0,53,519,5,0,0,0,0,8.1,138.5
165,Tyler Conklin,MIN,TE,17,0,0,0,0,0,61,593,3,0,0,0,0,8.1,138.3
166,Elijah Moore,NYJ,WR,11,0,0,0,54,1,43,538,5,0,0,0,0,12.6,138.2
166,Mike Davis,ATL,RB,17,0,0,0,503,3,44,259,1,0,0,0,0,8.1,138.2
168,Indianapolis Colts,IND,DST,17,0,0,0,0,0,0,0,0,33,19,18,16,8.1,138
169,Chuba Hubbard,CAR,RB,17,0,0,0,612,5,25,174,1,0,0,0,0,8.1,137.6
170,Jordan Hicks,ARI,LB,17,0,0,0,0,0,0,0,0,5,0,1,2,8.1,137.3
171,Robert Woods,LAR,WR,9,0,0,0,46,1,45,556,4,0,0,0,0,15.2,137.2
172,Fred Warner,SF,LB,16,0,0,0,0,0,0,0,0,0.5,0,1,3,8.5,136
172,Harrison Butker,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.5,136
174,Derwin James Jr.,LAC,S,15,0,0,0,0,0,0,0,0,2,2,3,0,9,134.75
175,Dustin Hopkins,LAC,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.9,134
176,Darren Waller,LV,TE,11,0,0,0,0,0,55,665,2,0,0,0,0,12.1,133.5
177,Greg Zuerlein,DAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.3,133
177,Jarvis Landry,CLE,WR,12,0,0,0,40,2,52,570,2,0,0,0,0,11.1,133
179,Harold Landry III,TEN,OLB,17,0,0,0,0,0,0,0,0,12,0,1,0,7.8,132.5
180,Jared Cook,LAC,TE,16,0,0,0,0,0,48,564,4,0,0,0,0,8.3,132.4
180,Kalif Raymond,DET,WR,16,0,0,0,28,0,48,576,4,0,0,0,0,8.3,132.4
182,Emmanuel Sanders,BUF,WR,14,0,0,0,31,0,42,626,4,0,0,0,0,9.4,131.7
183,Kevin Byard,TEN,S,17,0,0,0,0,0,0,0,0,1,5,2,1,7.7,131.1
184,Kansas City Chiefs,KC,DST,17,0,0,0,0,0,0,0,0,31,15,18,15,7.7,131
184,Ryan Succop,TB,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.7,131
184,Alex Singleton,PHI,ILB,16,0,0,0,0,0,0,0,0,0,1,1,0,8.2,131
187,Chandler Jones,ARI,DE,15,0,0,0,0,0,0,0,0,10.5,0,7,1,8.7,130.95
188,Mason Crosby,GB,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.6,130
189,Kenny Moore II,IND,CB,17,0,0,0,0,0,0,0,0,1,4,1,0,7.6,129.1
189,Odell Beckham Jr.,LAR,WR,14,0,0,0,14,0,44,537,5,0,0,0,0,9.2,129.1
191,Bobby Okereke,IND,LB,17,0,0,0,0,0,0,0,0,1,2,0,0,7.6,128.4
192,C.J. Uzomah,CIN,TE,16,0,0,0,0,0,49,493,5,0,0,0,0,8,128.3
193,Cameron Jordan,NO,DE,16,0,0,0,0,0,0,0,0,12.5,0,2,0,8,128.05
194,J.D. McKissic,WAS,RB,11,0,0,0,212,2,43,397,2,0,0,0,0,11.6,127.9
195,Harrison Smith,MIN,S,15,0,0,0,0,0,0,0,0,3,1,1,0,8.5,127.7
196,Kamu Grugier-Hill,HOU,LB,14,0,0,0,0,0,0,0,0,3,1,2,0,9.1,127.5
196,Christian McCaffrey,CAR,RB,7,0,0,0,442,1,37,343,1,0,0,0,0,18.2,127.5
198,Laviska Shenault Jr.,JAX,WR,16,0,0,0,41,0,63,619,0,0,0,0,0,7.9,127
199,Justin Fields,CHI,QB,12,1870,7,10,420,2,0,0,0,0,0,0,0,10.6,126.8
199,Byron Pringle,KC,WR,17,0,0,0,0,0,42,568,5,0,0,0,1,7.5,126.8
201,Jerome Baker,MIA,LB,16,0,0,0,0,0,0,0,0,5.5,1,1,0,7.9,126.7
202,Arizona Cardinals,ARI,DST,17,0,0,0,0,0,0,0,0,41,13,21,15,7.4,126
203,Alexander Mattison,MIN,RB,16,0,0,0,491,3,32,228,1,0,0,0,0,7.9,125.9
203,Gabe Davis,BUF,WR,16,0,0,0,0,0,35,549,6,0,0,0,0,7.9,125.9
205,Matthew Judon,NE,LB,17,0,0,0,0,0,0,0,0,12.5,0,0,1,7.4,125.4
206,Demario Davis,NO,LB,16,0,0,0,0,0,0,0,0,3,0,0,0,7.8,125.1
207,Minkah Fitzpatrick,PIT,S,16,0,0,0,0,0,0,0,0,0,2,1,1,7.8,125
208,Brandon Bolden,NE,RB,17,0,0,0,226,1,41,405,2,0,0,0,0,7.3,124.1
209,Quincy Williams,NYJ,LB,16,0,0,0,0,0,0,0,0,2,0,3,0,7.7,123.9
210,Kenneth Gainwell,PHI,RB,16,0,0,0,291,5,33,253,1,0,0,0,0,7.7,123.4
211,Jordan Poyer,BUF,S,16,0,0,0,0,0,0,0,0,3,5,0,0,7.7,123.1
212,Minnesota Vikings,MIN,DST,17,0,0,0,0,0,0,0,0,51,16,13,9,7.2,123
212,Tennessee Titans,TEN,DST,17,0,0,0,0,0,0,0,0,43,16,13,6,7.2,123
214,Shaquil Barrett,TB,OLB,15,0,0,0,0,0,0,0,0,10,1,3,2,8.2,122.85
215,Christian Wilkins,MIA,DT,17,0,0,0,0,0,1,1,1,4.5,0,1,1,7.2,122.1
216,Randy Bullock,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,122
217,Taysom Hill,NO,TE,12,978,4,5,374,5,4,52,0,0,0,0,0,10.1,121.72
218,Rashaad Penny,SEA,RB,10,0,0,0,749,6,6,48,0,0,0,0,0,12.2,121.7
219,Isaiah Simmons,ARI,ILB,17,0,0,0,0,0,0,0,0,1.5,1,4,0,7.2,121.6
220,Logan Ryan,NYG,S,15,0,0,0,0,0,0,0,0,1,0,2,1,8.1,121.4
221,Cole Kmet,CHI,TE,17,0,0,0,0,0,60,612,0,0,0,0,0,7.1,121.2
222,Antonio Brown,TB,WR,7,0,0,0,6,0,42,545,4,0,0,0,0,17.3,121.1
223,Los Angeles Rams,LAR,DST,17,0,0,0,0,0,0,0,0,50,19,14,6,7.1,121
223,Jalen Thompson,ARI,S,17,0,0,0,0,0,0,0,0,0,3,0,0,7.1,121
223,Brandon McManus,DEN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.1,121
226,Jayron Kearse,DAL,S,16,0,0,0,0,0,0,0,0,1,2,0,1,7.5,120.2
227,Haason Reddick,CAR,LB,16,0,0,0,0,0,0,0,0,11,0,2,1,7.5,119.9
228,Jamaal Williams,DET,RB,13,0,0,0,601,3,26,157,0,0,0,0,0,9.2,119.8
229,Jeremy Chinn,CAR,S,16,0,0,0,0,0,0,0,0,1,1,1,1,7.5,119.7
230,Josh Allen,JAX,OLB,16,0,0,0,0,0,0,0,0,7.5,1,1,1,7.5,119.5
231,Xavier Woods,MIN,S,17,0,0,0,0,0,0,0,0,1,3,2,0,7,119.3
232,Green Bay Packers,GB,DST,17,0,0,0,0,0,0,0,0,39,18,10,10,7,119
232,Younghoe Koo,ATL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7,119
234,San Francisco 49ers,SF,DST,17,0,0,0,0,0,0,0,0,48,9,21,12,6.9,118
234,Graham Gano,NYG,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.9,118
236,Gerald Everett,SEA,TE,15,0,0,0,20,0,48,478,4,0,0,0,0,7.9,117.8
237,Clyde Edwards-Helaire,KC,RB,10,0,0,0,517,4,19,129,2,0,0,0,0,11.8,117.6
238,Jameis Winston,NO,QB,7,1170,14,3,166,1,0,0,0,0,0,0,0,16.8,117.4
239,T.J. Edwards,PHI,LB,16,0,0,0,0,0,0,0,0,1,1,0,1,7.3,117.3
239,Joey Bosa,LAC,OLB,16,0,0,0,0,0,0,0,0,10.5,0,7,0,7.3,117.3
239,Shaq Thompson,CAR,LB,14,0,0,0,0,0,0,0,0,2,2,0,0,8.4,117.3
242,Miles Sanders,PHI,RB,12,0,0,0,754,0,26,158,0,0,0,0,0,9.8,117.2
243,Nick Bolton,KC,LB,16,0,0,0,0,0,0,0,0,0,0,0,1,7.3,117
243,Ty Johnson,NYJ,RB,16,0,0,0,238,2,34,372,2,0,0,0,0,7.3,117
245,Maxx Crosby,LV,DE,17,0,0,0,0,0,0,0,0,8,0,0,0,6.9,116.75
246,Leonard Floyd,LAR,LB,17,0,0,0,0,0,0,0,0,9.5,1,1,1,6.8,116.35
247,Quez Watkins,PHI,WR,17,0,0,0,3,0,43,647,1,0,0,0,0,6.8,116
248,Tae Crowder,NYG,ILB,17,0,0,0,0,0,0,0,0,0,2,1,0,6.8,115.5
249,Braxton Berrios,NYJ,WR,16,0,0,0,40,2,46,431,2,0,0,0,0,7.2,115.1
250,Rhamondre Stevenson,NE,RB,12,0,0,0,606,5,14,123,0,0,0,0,0,9.6,114.9
251,Antoine Winfield Jr.,TB,S,13,0,0,0,0,0,0,0,0,2,2,2,3,8.8,113.8
252,Trevon Diggs,DAL,CB,16,0,0,0,0,0,0,0,0,0,11,0,0,7.1,113.5
252,Jalen Ramsey,LAR,DB,16,0,0,0,0,0,0,0,0,0,4,1,1,7.1,113.5
254,Trey Hendrickson,CIN,DE,16,0,0,0,0,0,0,0,0,14,0,3,0,7.1,113.15
255,Deonte Harty,NO,WR,13,0,0,0,41,0,36,570,3,0,0,0,0,8.7,113.1
256,Denver Broncos,DEN,DST,17,0,0,0,0,0,0,0,0,36,13,6,6,6.6,113
256,Budda Baker,ARI,S,17,0,0,0,0,0,0,0,0,2,3,0,1,6.6,113
258,Azeez Al-Shaair,SF,LB,13,0,0,0,0,0,0,0,0,2,1,1,2,8.7,112.8
259,Nyheim Hines,IND,RB,17,0,0,0,276,2,40,310,1,0,0,0,0,6.6,112.6
260,Markus Golden,ARI,OLB,16,0,0,0,0,0,0,0,0,11,0,3,2,7,112.5
261,Damien Wilson,JAX,LB,17,0,0,0,0,0,0,0,0,3,1,1,0,6.6,112.3
262,Micah Hyde,BUF,S,17,0,0,0,0,0,0,0,0,1,5,1,2,6.6,112.1
263,Ja'Whaun Bentley,NE,LB,16,0,0,0,0,0,0,0,0,1,0,3,0,7,111.5
264,Vonn Bell,CIN,S,16,0,0,0,0,0,0,0,0,0.5,1,3,1,6.9,111.1
265,Andrew Van Ginkel,MIA,LB,17,0,0,0,0,0,0,0,0,4,0,1,0,6.5,110.75
266,Jonathan Allen,WAS,DT,17,0,0,0,0,0,0,0,0,9,0,0,0,6.5,110.1
267,Kareem Hunt,CLE,RB,8,0,0,0,386,5,22,174,0,0,0,0,0,13.8,110
268,Donovan Peoples-Jones,CLE,WR,14,0,0,0,0,0,34,597,3,0,0,0,0,7.8,109.7
268,Jamison Crowder,NYJ,WR,12,0,0,0,0,0,51,447,2,0,0,0,0,9.1,109.7
270,Matt Milano,BUF,LB,16,0,0,0,0,0,0,0,0,3,0,0,2,6.8,109.2
